Store,open_positive_days,mean_sales,median_sales,std_sales,p95_sales,p99_sales,maximum_sales,mean_customers,median_customers
253,779,5746.724005134788,5246.0,2048.8292536515537,10032.0,11581.44000000001,16539,690.7137355584082,666.0
254,779,3005.9833119383825,3008.0,832.1419652702451,4416.299999999997,5280.120000000001,6114,258.6739409499358,258.0
255,779,6271.130937098845,6151.0,1486.823229053465,9024.599999999999,10500.740000000002,12915,640.3632862644416,635.0
256,776,9832.87886597938,9340.5,2835.2708700577346,15097.0,18147.25,25107,1247.194587628866,1219.5
257,784,5335.585459183673,5411.5,1462.640295428539,7746.549999999999,8999.869999999995,10467,632.0102040816327,653.5
258,622,5642.096463022508,5451.0,1235.110249019838,8045.299999999997,9082.529999999999,11911,493.88585209003213,488.0
259,931,11656.145005370568,11449.0,2504.1947593846053,16202.5,18733.60000000001,21407,2374.84425349087,2418.0
260,784,6559.997448979592,6484.0,809.6121787265794,8035.4,8682.429999999997,9396,911.4489795918367,906.0
261,779,12616.487804878048,11048.0,4872.376643918049,22145.8,26475.32,37646,948.9345314505777,908.0
262,942,20718.51592356688,19415.5,4668.87758407417,30421.299999999992,35479.37000000002,38722,3402.0106157112527,3239.0
263,622,3707.516077170418,3588.0,947.1854359858396,5457.649999999998,6222.849999999999,6573,355.85530546623795,348.0
264,762,7234.240157480315,6830.0,2294.064731471824,11174.249999999998,13048.329999999998,26919,954.3753280839895,930.0
265,779,4954.829268292683,4759.0,1769.7565502528398,8172.699999999995,9590.98,11824,503.25545571245186,507.0
266,780,4389.757692307692,4336.5,1370.5308198351115,6963.4,8027.550000000002,9631,531.3884615384616,548.0
267,784,9289.160714285714,8949.0,2614.532793622447,14077.449999999995,17922.47999999999,22338,1124.515306122449,1056.0
268,784,4881.173469387755,4586.5,1449.4833405542377,7555.149999999996,8678.439999999995,10842,598.0293367346939,583.5
269,779,9346.706033376124,8588.0,3023.135608019445,15500.399999999996,18167.36,25558,1231.1001283697049,1177.0
270,784,9291.623724489797,9074.5,1607.6120873028733,12408.849999999997,14136.419999999998,14646,1205.0676020408164,1185.5
271,780,7841.691025641026,7372.0,3439.7833022279897,13789.799999999997,17131.540000000008,22449,791.8602564102564,824.5
272,781,6237.314980793854,5749.0,2184.7477324638785,10227.0,12132.200000000023,15354,629.5608194622279,635.0
273,779,7059.648267008986,6613.0,2005.5857812610143,11066.599999999995,12989.640000000003,14603,703.6521181001284,678.0
274,932,4070.8283261802576,3608.0,1400.059234795739,7130.299999999999,8037.649999999989,9466,992.7414163090128,926.0
275,622,7443.842443729904,7193.5,1651.3297976903073,10569.399999999994,11903.559999999998,14194,749.2974276527331,734.0
276,780,4091.1948717948717,4072.5,1243.7417098398023,6171.349999999999,6999.190000000001,8771,520.9487179487179,543.0
277,622,6444.519292604502,6069.5,1628.8193768583208,9355.749999999996,11173.439999999991,14085,535.2459807073955,521.5
278,784,7142.1670918367345,6960.0,1804.3053028631095,10612.899999999998,12151.06,15488,792.5994897959183,792.0
279,623,8881.08988764045,8351.0,3024.2352441308085,14679.1,18140.399999999998,24429,667.5329052969503,644.0
280,777,6267.489060489061,6085.0,1321.8785300247825,8701.8,10413.400000000001,14166,521.0592020592021,514.0
281,784,5860.617346938776,5725.0,1269.336846402421,8147.649999999998,10061.019999999988,11699,549.6543367346939,543.0
282,784,4408.584183673469,4279.0,1040.1899966711908,6276.999999999998,6963.289999999998,7635,640.983418367347,647.0
283,622,7114.1591639871385,6953.5,1328.4049503619594,9600.85,10778.279999999999,11894,718.3263665594856,715.0
284,622,5413.250803858521,5368.5,1425.6418815239786,7930.199999999999,8992.209999999995,10360,449.93247588424435,453.0
285,781,5154.924455825864,5104.0,1143.6536315253604,7125.0,8050.800000000005,9116,470.2381562099872,464.0
286,779,4927.8202824133505,4544.0,2068.0247312343326,8801.29999999999,10101.380000000003,12711,430.45571245186136,434.0
287,622,8152.400321543409,8081.5,1419.8745217518433,10608.249999999998,11336.339999999995,12544,818.9983922829582,812.0
288,622,5625.733118971061,5325.5,1612.5222227919799,8707.449999999995,10541.369999999988,13986,422.5176848874598,411.5
289,781,6321.227912932139,6135.0,1481.9287005892436,9158.0,10951.600000000004,14260,553.7093469910371,543.0
290,779,7014.1578947368425,6628.0,2202.570623531489,11251.199999999997,12717.64,14362,682.7060333761233,682.0
291,780,8023.039743589744,7777.5,2634.4454027239167,12859.049999999997,14906.250000000011,21872,840.35,840.5
292,766,5774.090078328982,5695.5,1961.2392876722793,8633.0,9692.150000000001,29161,706.5221932114882,736.0
293,783,6257.765006385696,5907.0,1663.783125883877,9664.199999999999,10813.659999999998,13294,815.3754789272031,794.0
294,781,5770.280409731114,5702.0,1689.7125152197002,8668.0,9844.6,10545,766.0243277848912,782.0
295,777,5285.4311454311455,5050.0,1322.4897201899503,7698.999999999996,8952.840000000002,10489,670.980694980695,663.0
296,781,6963.460947503201,6663.0,1888.2102284285438,10425.0,12047.200000000024,14959,754.8079385403329,769.0
297,777,6992.070785070785,6532.0,1947.912020887247,10838.4,11993.480000000001,15597,719.9305019305019,706.0
298,622,8398.617363344052,8218.0,1872.5500687446731,11910.449999999999,14054.739999999989,19211,691.2845659163987,682.5
299,882,6235.306122448979,5884.5,2175.5675433016513,10360.599999999999,12167.32999999997,15866,682.8287981859411,645.0
300,782,7077.595907928388,6871.0,1540.296417216427,9925.249999999996,11697.899999999994,12847,878.6918158567775,875.0
301,784,5538.441326530612,5431.5,1169.6431452498284,7557.749999999998,9080.499999999998,10756,596.1428571428571,599.0
302,781,3742.2842509603074,3727.0,1067.275924297453,5711.0,6807.400000000002,8263,323.3393085787452,319.0
303,766,6188.154046997389,5862.5,1969.2234054781463,9207.75,10795.550000000007,27318,674.0013054830288,663.5
304,784,7067.702806122449,6832.0,1800.9146802415019,10566.199999999997,12157.389999999998,14408,1055.938775510204,1054.0
305,781,5347.341869398208,5081.0,1667.44723813074,8683.0,9915.40000000001,11989,507.4583866837388,495.0
306,622,4368.86655948553,4338.5,1079.2248216471485,6192.799999999999,7171.409999999997,7973,467.87942122186496,476.0
307,782,2703.7365728900254,2602.5,1032.8286927144584,4460.599999999999,5344.079999999993,6951,307.8056265984655,313.0
308,768,9353.162760416666,8824.5,2668.7929315356278,14485.15,17241.22,23166,938.48046875,903.0
309,779,6971.319640564827,6414.0,2015.6792496047765,10801.599999999999,12164.900000000005,16743,591.0320924261874,566.0
310,897,8236.363433667782,8240.0,3142.9301571430588,13667.399999999996,15338.599999999988,18015,699.670011148272,722.0
311,781,6638.587708066581,6390.0,1455.3856785701773,9432.0,10398.200000000003,11137,789.1587708066581,795.0
312,781,5568.157490396927,5165.0,1585.1114235803673,8695.0,9923.60000000001,12264,538.6530089628682,525.0
313,782,7075.494884910486,6763.5,2233.6037971200294,11374.75,13022.699999999986,17467,707.0140664961637,694.0
314,779,5137.715019255455,4914.0,1458.3692633893556,7887.899999999992,9089.000000000005,11932,571.2580231065468,570.0
315,784,4252.410714285715,4213.0,1172.210514958516,6358.0,7276.069999999993,9927,449.57270408163265,459.0
316,779,9855.62516046213,9297.0,2508.247895868674,15064.599999999999,16829.34,19253,901.8382541720154,873.0
317,622,5379.4855305466235,5325.0,1184.0273771763136,7382.549999999999,8906.819999999983,10613,579.3183279742765,568.5
318,780,7527.716666666666,7325.0,2206.251962185219,11456.0,14724.01000000001,18994,658.7461538461539,657.5
319,784,7787.076530612245,7648.5,1804.899616333926,11140.349999999999,13730.769999999997,15921,843.6849489795918,833.0
320,784,14834.461734693878,14064.0,3410.4835065155517,21511.199999999997,24734.349999999995,31269,2063.123724489796,2024.5
321,780,5958.317948717949,5933.0,1456.706619761646,8537.5,10319.25,12320,585.4641025641025,587.0
322,782,5021.1726342711,4850.5,2041.9842022707078,8611.249999999996,10304.05999999999,13464,547.8670076726343,564.0
323,779,7365.359435173299,7160.0,1568.0301354252526,10344.199999999999,11915.980000000003,17828,621.1424903722722,611.0
324,780,5687.985897435898,5449.0,2381.8608217372653,9966.55,11920.460000000001,15336,721.7346153846154,734.0
325,779,6484.645699614891,6279.0,1733.438564629074,9456.299999999997,10894.50000000001,13144,673.0603337612323,649.0
326,779,5008.903722721438,4918.0,1254.671436511545,7288.299999999999,8652.660000000003,11219,418.74197689345317,414.0
327,777,7738.189189189189,7280.0,1972.5558696140777,11944.199999999997,14296.400000000001,16754,930.6795366795367,896.0
328,779,4432.029525032092,4363.0,1199.8653364462612,6498.4,7282.000000000002,8308,520.3992297817715,537.0
329,779,6912.716302952504,6724.0,2038.3873673851494,10563.699999999995,11651.700000000004,13939,620.5211810012837,631.0
330,779,4166.6379974326055,4061.0,1041.8438876657199,6082.999999999997,7113.280000000001,8436,447.5545571245186,442.0
331,779,6160.85622593068,5914.0,1711.8898387219347,9314.999999999998,10778.160000000002,13471,820.2053915275994,818.0
332,780,3728.5666666666666,3776.0,1278.4365318719651,5942.15,6725.430000000003,8560,501.4974358974359,528.0
333,784,9773.190051020409,9454.5,2005.655421256434,13307.649999999998,14916.079999999998,17841,1267.109693877551,1252.0
334,779,5428.385109114249,5225.0,1196.6170236846076,7724.799999999994,8981.120000000003,10894,562.1399229781772,551.0
335,942,13313.93949044586,12442.0,4762.3535996644505,21667.699999999997,25357.95,31406,2385.2823779193204,2509.5
336,780,13910.661538461538,13047.5,3276.0487990596966,19885.449999999997,21954.510000000002,29576,1960.3115384615385,1918.5
337,781,5049.653008962868,4955.0,1152.6568278443465,7067.0,8303.600000000004,11071,383.93085787451986,377.0
338,781,7217.95390524968,6875.0,1782.652396599888,10607.0,12352.800000000007,15161,624.7311139564661,608.0
339,754,5147.255968169761,4998.5,1212.0950186052569,7241.300000000002,8169.870000000001,16730,681.1618037135279,675.0
340,784,6485.642857142857,6175.5,1696.9044628577099,9899.0,11217.049999999994,14187,715.0382653061224,700.5
341,779,5511.534017971759,5249.0,1298.0782502469442,8087.799999999999,8963.820000000007,10014,750.1347881899871,729.0
342,621,11104.138486312399,10835.0,2075.0251969283145,14857.0,16810.199999999993,19482,849.7342995169082,840.0
343,779,7199.365853658536,6781.0,2017.284911662765,11284.699999999999,13503.680000000006,14957,702.1591784338896,681.0
344,784,8481.108418367347,7882.0,2549.811279367318,13207.25,16212.909999999987,18591,1139.4107142857142,1101.0
345,622,4559.585209003216,4327.0,1170.5609257153033,6796.8499999999985,7675.459999999997,9248,494.37781350482317,490.5
346,779,6830.500641848524,6623.0,1625.700501871799,9577.599999999999,11518.280000000006,14318,619.6983311938383,618.0
347,777,4804.190476190476,4660.0,1106.3809697703612,6883.799999999999,8012.68,11594,386.68468468468467,378.0
348,597,8802.97487437186,8438.0,2314.294929601611,11801.799999999997,17232.43999999993,33934,735.5577889447236,721.0
349,700,8159.215714285714,7956.5,1474.6198144530686,10431.65,12297.19,24672,829.59,814.5
350,781,7013.133162612035,6831.0,1788.840037477047,10306.0,12652.600000000006,15508,529.4135723431498,523.0
351,779,6046.867779204108,5745.0,1558.4153004132202,9110.099999999993,10257.08,13078,518.8241335044929,503.0
352,784,6692.232142857143,6455.0,1401.8338152783035,9415.0,11017.899999999992,13967,636.954081632653,620.0
353,930,5651.368817204301,5528.0,1440.1240544637462,8312.1,9559.07,11302,1451.0860215053763,1466.5
354,779,8390.581514762516,8264.0,2010.2717984945152,12095.399999999998,13820.900000000003,16323,705.4518613607189,696.0
355,784,9148.811224489797,8940.5,2239.9104907258866,13353.55,16064.249999999998,20560,1101.6632653061224,1102.0
356,777,5719.281853281854,5552.0,1283.2613590221788,7930.799999999999,9508.76,12671,435.8018018018018,429.0
357,767,7805.633637548892,7378.0,2367.474340310007,11735.099999999999,13469.120000000004,29169,1018.4980443285529,989.0
358,779,10306.111681643133,9834.0,2598.2641311505,15592.5,18080.22,21964,1122.591784338896,1087.0
359,779,6851.255455712452,6757.0,1353.8417184696236,9217.599999999999,10826.88000000001,14688,611.9499358151476,605.0
360,784,6935.459183673469,6681.5,1763.3025617453814,10313.349999999997,11630.029999999993,13813,756.5408163265306,748.0
361,780,6266.883333333333,6169.5,1689.016077443632,9454.999999999998,11028.440000000002,12389,637.8230769230769,638.0
362,781,9376.65556978233,9042.0,2098.2413125221588,13429.0,15020.800000000005,18110,1150.6184379001281,1126.0
363,784,7134.2002551020405,6940.5,1449.7778724297423,9930.099999999991,11158.519999999993,12181,937.0854591836735,921.0
364,769,4564.955786736021,4570.0,1438.9742515000548,6872.999999999998,7575.879999999992,12645,569.1027308192457,587.0
365,621,5440.594202898551,5383.0,1372.918506461944,7932.0,9351.599999999993,9998,587.2061191626409,587.0
366,780,6196.76282051282,6004.5,2208.9989569223308,10241.149999999998,12082.670000000016,16629,600.9282051282051,607.0
367,784,5254.238520408163,5060.5,1508.3213900150272,8364.05,9485.089999999997,10803,542.7895408163265,529.0
368,777,9686.268983268983,9022.0,3155.4183800361925,16115.8,18224.520000000004,20889,712.8803088803089,694.0
369,781,6856.559539052497,6806.0,1474.5955649276866,9206.0,10853.200000000003,15100,577.2855313700384,570.0
370,779,7649.643132220795,7339.0,1835.7798587963678,11054.899999999996,12947.42,16634,635.6328626444159,625.0
371,781,6889.756722151088,6609.0,1886.9055402067922,10576.0,11918.200000000003,15698,544.4110115236875,535.0
372,779,8786.206675224646,8347.0,2186.7548522202023,13144.099999999993,15575.080000000004,19494,759.2991014120668,734.0
373,777,4530.5032175032175,4419.0,1067.0073902885379,6481.5999999999985,7974.400000000002,10186,316.5444015444015,310.0
374,784,7009.673469387755,7028.5,1790.9667938617429,10027.949999999999,11335.299999999996,12502,829.7359693877551,855.0
375,780,9164.384615384615,8849.0,3642.6232067298934,15888.5,19079.770000000008,26590,758.975641025641,764.0
376,774,8460.12015503876,7998.5,2340.734458057529,12840.449999999997,14525.789999999999,25271,949.9612403100775,931.0
377,784,7818.526785714285,7425.0,2148.5883409337143,11767.049999999996,14850.359999999995,16871,969.4145408163265,948.0
378,779,6324.801026957638,5994.0,1814.6983291752756,9730.499999999998,12170.640000000005,14923,970.1566110397946,946.0
379,784,3902.220663265306,3733.0,1003.2184471242488,5864.25,6722.799999999998,7787,467.5395408163265,463.0
380,779,14456.580231065469,14049.0,3410.085282225482,20633.899999999998,23363.32,26516,1380.4557124518615,1354.0
381,780,9001.555128205127,9003.0,2489.584624047674,13332.3,14424.68,17472,965.1910256410256,1006.5
382,780,7985.847435897436,7578.5,2457.927663506524,12586.0,14923.430000000004,20493,651.2410256410257,628.0
383,780,17294.716666666667,17039.5,2785.8133541459256,22468.649999999994,25094.550000000003,28426,2205.4474358974358,2199.5
384,782,8871.575447570332,8468.0,2967.1936449822065,14475.749999999996,18570.299999999977,21335,998.8554987212276,993.5
385,622,7348.519292604502,7265.5,2045.162687294484,11002.85,12823.38,15633,654.5530546623794,655.5
386,779,8029.541720154044,7388.0,2479.453530314662,12847.8,16257.280000000002,20300,645.3966623876765,618.0
387,765,9374.828758169935,8831.0,2781.827130500498,14562.6,16837.2,22394,1197.3647058823528,1164.0
388,779,10257.920410783056,9541.0,2507.249138088204,15357.999999999995,17101.28,21234,1096.4454428754814,1070.0
389,784,10337.401785714286,10176.0,2327.8032920732044,14424.549999999994,16261.759999999991,18099,1265.4107142857142,1277.0
390,780,11568.65641025641,11037.5,2693.733077360137,16913.35,18826.370000000006,21959,1067.3897435897436,1040.5
391,767,5727.013037809648,5588.0,1974.5457235656006,9036.5,10904.340000000006,19517,691.426336375489,700.0
392,779,7279.428754813864,6902.0,2305.292285221812,11844.5,13788.720000000001,16538,718.0821566110397,721.0
393,779,5903.06675224647,5693.0,1529.7623916716148,8916.199999999992,10534.340000000006,14959,587.2567394094993,578.0
394,781,8353.245838668374,8200.0,1982.5079282665445,11961.0,13792.80000000001,18237,661.8719590268886,661.0
395,779,3989.1347881899874,3906.0,1018.1435818557651,5707.9,6747.420000000002,8271,519.6546854942234,526.0
396,780,10222.092307692308,9842.5,3455.9006727650267,16194.15,20036.14000000002,26521,1077.9089743589743,1091.5
397,779,5574.883183568678,5116.0,1692.9329610938444,8741.099999999995,10636.560000000003,14197,750.2156611039794,722.0
398,784,5496.522959183673,5353.5,1497.7119567776556,8272.099999999999,10134.859999999997,12802,614.6160714285714,608.0
399,622,5558.84887459807,5307.0,1253.0965907268123,7889.149999999999,9699.679999999986,10799,564.9823151125402,551.5
400,782,8745.718670076727,8094.5,2797.006229254482,13971.699999999999,16670.93999999998,21433,1200.6496163682864,1165.0
401,780,7026.532051282052,6825.0,2550.69735341177,11530.699999999999,14390.680000000018,16458,646.8448717948718,673.0
402,780,5857.991025641026,5687.0,1617.1332123916875,8776.149999999998,11616.540000000003,14487,615.4269230769231,593.0
403,779,7468.523748395379,7378.0,1821.0123650920998,10692.3,12003.740000000003,14611,736.6867779204108,743.0
404,759,4785.223978919631,4674.0,1441.3611219275333,7194.900000000001,8375.839999999997,13831,571.3109354413702,592.0
405,779,4520.699614890886,3942.0,1662.6749407193208,7781.699999999999,9300.74,12302,487.70346598202826,461.0
406,779,6111.059050064185,5941.0,1739.1445209898654,9266.1,11236.880000000003,13139,474.06418485237486,469.0
407,622,3886.744372990354,3805.0,921.728707677073,5479.799999999999,6448.299999999997,8772,314.65434083601286,311.0
408,777,4727.774774774774,4669.0,1101.106763731867,6733.599999999994,7764.16,8411,465.0617760617761,460.0
409,781,5527.358514724712,5359.0,1250.022372936128,7706.0,8936.2,11520,543.6760563380282,538.0
410,779,6443.878048780488,5954.0,1959.0628371141493,10268.799999999996,11511.480000000003,14653,802.2079589216945,772.0
411,781,9133.364916773367,8794.0,2312.2144228375196,13876.0,15517.800000000007,18152,700.8476312419974,692.0
412,622,9102.122186495177,8715.5,2140.593471485697,12838.75,14672.929999999997,17002,644.7154340836013,614.0
413,622,7058.2170418006435,6959.0,1687.9085218873183,10103.9,11152.169999999991,13783,890.0192926045016,901.5
414,781,6427.97695262484,6273.0,1418.2439464971562,8956.0,10613.800000000001,14229,484.14084507042253,472.0
415,780,6234.834615384615,6070.0,1411.533816311076,8739.05,10280.500000000002,12897,521.2807692307692,513.0
416,784,11012.00637755102,10534.0,2339.852774774966,15481.599999999999,17445.649999999994,21446,1398.3890306122448,1370.0
417,779,7633.281129653402,7245.0,2074.7648838309738,11434.899999999985,12984.2,17279,804.002567394095,786.0
418,776,5275.851804123711,5122.5,1839.6270365195003,8558.0,10188.25,11275,551.5528350515464,560.0
419,784,5311.158163265306,5063.5,1317.934266577376,7804.25,8987.759999999998,10520,852.0612244897959,839.0
420,622,4540.3408360128615,4384.5,1070.646193533363,6629.0999999999985,7662.9499999999925,9974,403.1897106109325,395.0
421,784,9588.251275510203,9040.0,2796.3908123417923,14792.3,18000.079999999994,20993,1014.390306122449,962.5
422,784,4559.059948979592,4435.0,903.0074514912833,6201.999999999998,7529.179999999998,10275,464.5229591836735,454.0
423,942,10828.403397027601,10484.0,2167.683087739674,14949.65,17047.06000000001,18574,1886.1305732484077,1850.0
424,779,6925.756097560976,6587.0,1622.7863639766817,9935.1,12023.54,17005,773.421052631579,759.0
425,776,3237.659793814433,3153.0,897.1854011910855,4811.0,5749.25,6806,434.3814432989691,437.0
426,779,5068.396662387677,4645.0,1460.5976997986904,7697.699999999997,8986.12,10980,633.839537869063,618.0
427,623,7643.243980738363,6853.0,2386.4869190875047,12332.0,14892.859999999999,18993,771.0930979133226,732.0
428,622,6287.5048231511255,6074.0,1348.4433570210697,8825.599999999999,10058.989999999998,12344,526.5755627009646,515.0
429,622,5321.144694533762,5139.5,1330.2436974666502,7755.549999999998,9328.339999999991,12543,429.4260450160772,422.0
430,622,8632.471061093247,8408.0,1845.1636932036001,11931.949999999999,14501.389999999996,19642,699.9131832797427,684.0
431,779,9524.926829268292,9259.0,1992.212128662588,13264.899999999996,15552.22,18252,1002.4544287548139,981.0
432,784,10982.871173469388,11065.0,2423.3389439527023,14849.849999999999,16672.869999999995,18502,1554.7283163265306,1613.5
433,862,5360.865429234339,5407.0,1854.6819996562126,8489.399999999994,9391.9,11776,615.7331786542924,641.0
434,622,9904.823151125402,9849.5,2056.4024386311366,13159.749999999996,16149.84999999997,20018,741.6591639871383,732.0
435,779,3277.6919127086007,3146.0,893.4260075262135,5059.999999999999,5746.160000000001,6818,384.1630295250321,385.0
436,780,5509.484615384616,5311.5,1524.180088861005,8371.15,9883.430000000011,12800,616.7410256410257,613.5
437,780,7366.717948717948,7019.0,2410.9136470519556,11697.3,15956.710000000003,19394,726.9448717948718,675.0
438,780,5153.723076923077,4762.0,1724.7265914876534,8557.499999999998,10611.350000000002,13640,524.3269230769231,505.5
439,784,7294.942602040816,6912.5,1964.4930446879143,11479.149999999996,12664.8,16669,885.1364795918367,857.0
440,777,5156.078507078507,5002.0,1344.907032299902,7563.4,8652.280000000002,10104,588.9626769626769,598.0
441,779,6328.351732991014,6259.0,1527.8583712514182,9034.799999999996,10509.64,11722,699.6534017971759,696.0
442,777,4379.133848133848,4386.0,1280.7445694457115,6689.799999999999,7734.76,9011,461.33590733590734,460.0
443,780,5251.096153846154,5021.0,1516.3227501608217,8135.699999999999,9773.960000000003,12109,488.8551282051282,481.5
444,777,12188.706563706564,11686.0,3275.1254727472333,18313.199999999997,22701.200000000004,27509,1423.1209781209782,1343.0
445,776,8600.150773195875,8420.5,2038.3026421778193,11906.5,14660.0,16980,1356.8659793814434,1300.0
446,779,4932.165596919127,4743.0,1673.1142758333713,8073.0999999999985,8987.66,11681,635.0564826700898,652.0
447,784,5307.622448979592,5108.5,927.5602545687003,7130.049999999999,7990.949999999999,8997,619.391581632653,608.0
448,779,8484.065468549423,8245.0,2272.5044324382056,12863.599999999999,14409.12,17718,741.9216944801027,748.0
449,781,11253.74647887324,10697.0,2886.890644728164,16402.0,19762.000000000004,25918,1534.93085787452,1520.0
450,777,8790.513513513513,8709.0,2158.5132065905705,12687.599999999997,14591.200000000003,16309,1089.900900900901,1046.0
451,781,5439.3239436619715,5254.0,1138.386455404772,7546.0,9034.200000000008,11223,458.66325224071704,448.0
452,784,5149.841836734694,5024.0,1698.7597332766015,8065.949999999999,9970.619999999997,11263,478.32525510204084,478.5
453,887,7775.446448703495,7259.0,2834.776563707814,13227.099999999995,16192.539999999999,19807,914.5749718151071,839.0
454,780,5794.123076923077,5863.5,2253.153641043398,9492.449999999999,10894.000000000007,14735,706.5833333333334,754.0
455,777,7371.391248391248,7130.0,1866.6391269424805,10742.399999999994,12096.08,13853,463.23423423423424,453.0
456,779,6190.5609756097565,5833.0,1651.379527632854,9390.099999999999,11076.220000000003,13843,895.3196405648267,866.0
457,622,4840.5530546623795,4647.5,1272.3025785747593,7119.549999999999,8847.699999999999,10883,432.6897106109325,421.5
458,781,7582.117797695262,7427.0,1863.491263373675,10616.0,12140.00000000001,14466,702.6722151088348,681.0
459,784,9176.75,8620.5,2907.583409995176,14228.949999999997,17362.12,22746,1130.2015306122448,1117.0
460,780,3736.0089743589742,3578.5,1519.8321401372154,6453.249999999999,7762.300000000005,10651,345.28076923076924,352.0
461,777,4838.66537966538,4739.0,1255.139880588496,7118.599999999999,8654.240000000002,10322,476.5289575289575,469.0
462,780,4832.588461538461,4764.0,1633.8885623780386,7498.699999999997,9803.680000000004,11647,606.2153846153847,627.5
463,779,6094.671373555841,5939.0,1704.5305522148824,9185.499999999998,10413.04000000001,11297,969.4274711168164,979.0
464,784,10642.683673469388,10254.0,2456.565886242332,15010.59999999999,19072.079999999987,23211,1305.593112244898,1247.0
465,781,7762.806658130602,7519.0,2044.8675751134822,11648.0,13613.600000000002,17279,604.6875800256082,596.0
466,779,7712.365853658536,7421.0,2532.4959468348297,12277.399999999987,13920.760000000004,16883,755.7637997432606,761.0
467,779,13480.147625160462,13007.0,2912.6164850925356,18789.399999999994,21848.32000000002,28108,1613.6508344030808,1587.0
468,784,6669.660714285715,6223.5,2363.229766535208,11146.449999999997,15091.499999999998,20041,754.5841836734694,690.0
469,784,11901.456632653062,11597.0,3046.297795883971,17883.449999999997,20606.199999999997,25953,1520.6301020408164,1492.5
470,776,13111.742268041236,12840.0,3140.994099562834,18548.0,21393.25,24593,1774.9703608247423,1752.0
471,622,7109.752411575562,7004.0,1495.5631158895676,9806.849999999999,11192.289999999997,13333,590.2041800643087,585.5
472,784,5204.651785714285,5051.0,1085.806525539231,7302.399999999998,8381.619999999992,9967,692.9515306122449,680.5
473,779,3552.3016688061616,3377.0,1117.245166050876,5641.399999999999,6482.180000000003,8161,486.5186136071887,484.0
474,782,7526.818414322251,7311.5,2187.543246388635,11565.249999999998,12921.589999999967,18083,736.806905370844,741.0
475,776,6473.81443298969,6386.0,1519.948242445776,9226.0,10151.25,13746,981.9342783505155,982.5
476,780,5851.6038461538465,5733.5,2142.501246200886,9770.349999999999,10967.190000000002,14703,649.7987179487179,676.0
477,622,6213.688102893891,5949.5,1457.2855236399507,8970.3,10000.499999999998,12609,449.887459807074,437.5
478,784,6806.948979591837,6475.0,1890.3643833567055,10497.849999999997,11896.749999999993,15060,699.3928571428571,689.0
479,782,11230.879795396419,11014.5,3030.063758388354,16657.299999999996,20149.019999999997,24046,1328.8286445012789,1333.5
480,784,4935.890306122449,4871.5,1551.3378639189193,7745.299999999995,8663.169999999996,11127,623.4604591836735,646.0
481,781,5155.379001280409,4838.0,1586.5451918925794,8319.0,9652.200000000006,11045,476.7144686299616,467.0
482,782,8334.617647058823,8038.0,2369.804818804122,12591.94999999999,16007.369999999994,20430,920.9066496163683,884.5
483,780,4948.424358974359,4859.5,2006.6776284867071,8091.45,9724.880000000005,11681,650.0179487179487,678.5
484,784,7717.669642857143,7547.0,1942.7313333974846,10884.449999999992,14874.999999999987,17667,739.8635204081633,715.5
485,622,4871.011254019292,4734.0,1101.7745932365142,6798.95,7889.489999999999,10050,420.9871382636656,410.0
486,779,4266.7432605905005,4045.0,1352.1707144221941,6880.799999999999,8092.42,11236,520.0231065468549,514.0
487,784,6999.2997448979595,6878.5,1711.5655066265374,10184.65,11794.4,14912,676.7742346938776,676.0
488,784,3686.3188775510203,3519.5,884.581291720022,5441.4,6139.729999999997,7940,388.0012755102041,378.0
489,780,7306.367948717949,6730.0,3074.119183030255,12759.699999999999,15207.450000000023,20851,649.6294871794872,654.0
490,622,8249.728295819936,8176.5,1291.7304606855073,10507.9,11248.669999999995,13605,1063.7202572347267,1052.5
491,777,6746.462033462033,6547.0,1714.5048461394174,10126.399999999996,11372.920000000004,13494,527.2921492921492,520.0
492,614,7859.125407166124,7423.0,2057.752946734346,11501.6,14427.450000000004,24542,1156.2475570032573,1125.0
493,779,8295.668806161746,7900.0,2191.062710237971,12378.2,15516.06000000001,19939,808.2618741976894,792.0
494,942,7649.296178343949,7565.0,1689.5406271161805,10671.249999999998,11698.880000000005,13566,1079.6061571125265,1095.0
495,777,5154.718146718146,4886.0,1500.6042894783025,8172.2,9219.760000000004,11790,394.9034749034749,382.0
496,784,7728.900510204082,7348.0,1922.8088709825658,11699.849999999997,13460.439999999999,14536,830.2525510204082,811.0
497,781,9062.122919334188,8784.0,1933.7832615937562,12546.0,14564.400000000016,17924,1116.3572343149808,1116.0
498,622,6996.5337620578775,6886.5,958.625506220823,8632.75,9119.119999999999,10714,884.5675241157556,884.5
499,777,5155.988416988417,4996.0,1218.2037218196954,7463.799999999999,8550.16,9999,737.6782496782497,731.0
500,622,5354.036977491962,5242.0,1144.496110284587,7427.549999999999,8327.409999999996,9958,395.55627009646304,389.5
501,622,5378.180064308682,5196.5,1415.517130561378,7738.149999999998,9495.509999999998,12837,587.8102893890675,590.0
502,774,10823.524547803618,10291.0,2611.761118680748,15684.599999999999,18156.169999999995,32368,1519.653746770026,1487.0
503,780,6698.198717948718,6390.0,1976.657317728935,10294.55,12224.590000000004,15992,470.5910256410256,464.0
504,784,6673.158163265306,6279.0,1463.8949316346402,9662.449999999997,11392.549999999996,12825,953.405612244898,928.5
