Date,total_sales,mean_sales_all_rows,reporting_stores,open_stores,promo_store_days,mean_sales_open,median_sales_open,open_rows,positive_sales_rows,mean_sales_open_7d,mean_sales_open_28d
2013-08-12,11137198,9988.518385650224,1115,1115,1115,9988.518385650224,9388.0,1115,1115,6582.208463891323,6864.611664109626
2013-08-13,9179490,8232.726457399103,1115,1115,1115,8232.726457399103,7763.0,1115,1115,6941.166562605891,6864.7730858489795
2013-08-14,8509505,7631.8430493273545,1115,1115,1115,7631.8430493273545,7210.0,1115,1115,7208.111025948383,6871.995307447663
2013-08-15,7029537,6304.517488789238,1115,960,1115,7322.434375,6908.0,960,960,7423.581888613068,6873.830227848605
2013-08-16,8137427,7298.140807174888,1115,1113,1115,7311.25516621743,6901.0,1113,1113,7623.806169245027,6866.400831053472
2013-08-17,5584570,5008.582959641256,1115,1113,0,5017.583108715185,4642.0,1113,1113,7587.042577472756,6855.107537359856
2013-08-18,241793,216.85470852017937,1115,32,0,7556.03125,5917.0,32,32,7580.0559703298995,6862.453519502713
2013-08-19,6391105,5731.932735426009,1115,1113,0,5742.232704402516,5319.0,1113,1113,6973.443730151655,6866.0193771811055
2013-08-20,5989832,5372.046636771301,1115,1113,0,5381.69991015274,4965.0,1113,1113,6566.1542234021745,6873.319861276711
2013-08-21,5696932,5109.356053811659,1115,1113,0,5118.537286612758,4730.0,1113,1113,6207.110543014375,6864.833567909393
2013-08-22,5759988,5165.908520179372,1115,1113,0,5175.191374663073,4819.0,1113,1113,5900.361542966243,6855.196551731357
2013-08-23,6035936,5413.395515695067,1115,1113,0,5423.123090745732,5093.0,1113,1113,5630.628389327429,6847.84505529287
2013-08-24,5397910,4841.174887892376,1115,1111,0,4858.604860486049,4528.0,1111,1111,5607.917211008981,6846.685008312282
2013-08-25,225182,201.95695067264575,1115,32,0,7036.9375,5515.5,32,32,5533.76096100898,6838.582329740852
2013-08-26,10302422,9239.840358744395,1115,1112,1115,9264.76798561151,8846.5,1112,1112,6036.9802868959805,6807.2177342026125
2013-08-27,8397061,7530.996412556054,1115,1112,1115,7551.313848920863,7105.5,1112,1112,6346.925135291427,6754.244171356301
2013-08-28,7838558,7030.096860986547,1115,1113,1115,7042.729559748428,6630.0,1113,1112,6621.80974573938,6675.766059326285
2013-08-29,7970501,7148.4313901345295,1115,1112,1115,7167.716726618705,6711.5,1112,1112,6906.456224590183,6649.90877902615
2013-08-30,9221577,8270.47264573991,1115,1114,1115,8277.896768402154,7754.5,1114,1114,7314.281035683959,6686.093899781882
2013-08-31,6458023,5791.948878923767,1115,1113,0,5802.356693620844,5329.0,1113,1113,7449.102726131787,6690.496190887003
2013-09-01,250990,225.1031390134529,1115,33,0,7605.757575757576,5510.0,33,33,7530.362736954297,6679.933961449774
2013-09-02,6834913,6129.966816143497,1115,1112,0,6146.5044964028775,5640.0,1112,1111,7084.896524210207,6669.382251287292
2013-09-03,6322579,5670.474439461884,1115,1110,0,5696.017117117117,5254.5,1110,1110,6819.854133952528,6668.525013813006
2013-09-04,5985810,5368.4394618834085,1115,1110,0,5392.621621621622,4996.0,1110,1110,6584.124428505842,6655.288935801996
2013-09-05,5843845,5241.116591928251,1115,1110,0,5264.725225225226,4899.0,1110,1110,6312.268499735345,6635.667038976209
2013-09-06,6121373,5490.020627802691,1115,1110,0,5514.75045045045,5138.0,1110,1110,5917.53331145653,6621.5622264282365
2013-09-07,5795003,5197.312107623318,1115,1111,0,5216.024302430243,4813.0,1111,1111,5833.7715412864445,6619.4585139749925
2013-09-08,225500,202.2421524663677,1115,32,0,7046.875,5617.5,32,32,5753.931173321076,6599.527710403564
2013-09-09,11058017,9917.504035874439,1115,1111,1115,9953.210621062106,9493.0,1111,1111,6297.746333986681,6598.266718811131
2013-09-10,8946722,8023.965919282511,1115,1111,1115,8052.8550855085505,7554.0,1111,1111,6634.437472328314,6591.842741243612
2013-09-11,8285894,7431.295067264574,1115,1112,1115,7451.343525179856,7010.0,1112,1112,6928.540601408061,6585.396329666914
2013-09-12,8096007,7260.992825112107,1115,1112,1115,7280.581834532374,6767.0,1112,1112,7216.520117023369,6583.901596078786
2013-09-13,8371696,7508.247533632287,1115,1113,1115,7521.7394429469905,7047.0,1113,1113,7503.232830237161,6591.4188916762705
2013-09-14,5894325,5286.390134529148,1115,1113,0,5295.88948787062,4905.0,1113,1113,7514.642142442928,6601.358405217536
2013-09-15,224076,200.96502242152465,1115,32,0,7002.375,5231.5,32,32,7508.284999585785,6581.584967717536
2013-09-16,6130906,5498.570403587444,1115,1113,0,5508.451033243486,5101.0,1113,1113,6873.319344183125,6573.235622318998
2013-09-17,5785061,5188.395515695067,1115,1113,0,5197.718778077268,4828.0,1113,1113,6465.442728835799,6566.664867602018
2013-09-18,5438193,4877.303139013453,1115,1114,0,4881.681328545781,4551.0,1114,1114,6098.348129316645,6558.205726242481
2013-09-19,5797033,5199.132735426009,1115,1114,0,5203.7998204667865,4875.0,1114,1114,5801.664984450133,6559.2274564497575
2013-09-20,6042768,5419.522869955157,1115,1114,0,5424.387791741472,5070.0,1114,1114,5502.043319992203,6559.272624342463
2013-09-21,5745122,5152.575784753363,1115,1114,0,5157.201077199282,4730.5,1114,1114,5482.230689896295,6569.936774939364
2013-09-22,204164,183.1067264573991,1115,32,0,6380.125,5342.0,32,32,5393.337832753439,6546.479185653649
2013-09-23,9449348,8474.751569506727,1115,1114,1115,8482.359066427289,8085.0,1114,1114,5818.181837493982,6518.536009968499
2013-09-24,7922441,7105.328251121076,1115,1114,1115,7111.706463195691,6767.5,1114,1114,6091.608649653758,6502.8357461926
2013-09-25,7390563,6628.307623318386,1115,1115,1115,6628.307623318386,6288.0,1115,1115,6341.126691764129,6488.03496274867
2013-09-26,7489318,6716.877130044843,1115,1115,1115,6716.877130044843,6350.0,1115,1115,6557.280593132424,6471.933548585317
2013-09-27,8267396,7414.704932735426,1115,1115,1115,7414.704932735426,7004.0,1115,1115,6841.611613274416,6441.105268740076
2013-09-28,6245049,5600.940807174888,1115,1115,0,5600.940807174888,5198.0,1115,1115,6905.003003270932,6433.911844224151
2013-09-29,228875,205.26905829596413,1115,33,0,6935.606060606061,5064.0,33,33,6984.357440500369,6409.977861540167
2013-09-30,7660976,6870.830493273543,1115,1114,0,6876.998204667863,6442.5,1114,1114,6755.020174534738,6436.066922549631
2013-10-01,6677200,5988.520179372197,1115,1115,0,5988.520179372197,5545.0,1115,1115,6594.56499113138,6446.513460487312
2013-10-02,7168893,6429.500448430494,1115,1115,0,6429.500448430494,6021.0,1115,1115,6566.163966147396,6483.544847159058
2013-10-03,285518,256.0699551569507,1115,40,0,7137.95,4968.5,40,40,6626.317233283847,6550.445731972443
2013-10-04,8196635,7351.242152466368,1115,1115,0,7351.242152466368,6871.0,1115,1115,6617.251121816838,6616.034721330155
2013-10-05,6142021,5508.539013452915,1115,1115,0,5508.539013452915,5103.0,1115,1115,6604.050865570842,6626.481675295249
2013-10-06,217293,194.8816143497758,1115,31,0,7009.451612903225,5528.0,31,31,6614.600230184723,6625.145125756078
2013-10-07,11062400,9921.434977578476,1115,1115,1115,9921.434977578476,9443.0,1115,1115,7049.519769171953,6624.01028134595
2013-10-08,8949093,8026.092376681614,1115,1115,1115,8026.092376681614,7601.0,1115,1115,7340.601511644728,6623.054470316415
2013-10-09,8089729,7255.362331838565,1115,1115,1115,7255.362331838565,6844.0,1115,1115,7458.5817807030235,6616.055141982799
2013-10-10,7809827,7004.329147982063,1115,1115,1115,7004.329147982063,6503.0,1115,1115,7439.493087557604,6606.188974606002
2013-10-11,8141538,7301.827802690583,1115,1115,1115,7301.827802690583,6872.0,1115,1115,7432.433894732492,6598.334987453987
2013-10-12,6203651,5563.812556053812,1115,1115,0,5563.812556053812,5149.0,1115,1115,7440.330115104048,6607.90366846053
2013-10-13,227064,203.64484304932736,1115,31,0,7324.645161290323,5420.0,31,31,7485.357764873634,6619.413317078041
2013-10-14,6571405,5893.636771300448,1115,1115,0,5893.636771300448,5509.0,1115,1115,6909.95802111963,6633.169950580076
2013-10-15,5864402,5259.5533632287,1115,1115,0,5259.5533632287,4880.0,1115,1115,6514.738162054928,6635.378328621198
2013-10-16,5933839,5321.828699551569,1115,1115,0,5321.828699551569,4949.0,1115,1115,6238.519071728214,6651.097877585691
2013-10-17,5861163,5256.648430493274,1115,1115,0,5256.648430493274,4856.0,1115,1115,5988.850397801244,6652.985327943779
2013-10-18,6319569,5667.774887892377,1115,1115,0,5667.774887892377,5258.0,1115,1115,5755.414267115787,6661.6777242348835
2013-10-19,5868927,5263.611659192825,1115,1115,0,5263.611659192825,4894.0,1115,1115,5712.528424707074,6665.478102163224
2013-10-20,208367,186.8762331838565,1115,31,0,6721.5161290322585,5568.0,31,31,5626.367134384493,6677.670642485805
2013-10-21,9833873,8819.617040358744,1115,1115,1115,8819.617040358744,8407.0,1115,1115,6044.364315678535,6689.7155701262145
2013-10-22,7927560,7109.91928251121,1115,1115,1115,7109.91928251121,6592.0,1115,1115,6308.702304147466,6689.651742244625
2013-10-23,7416700,6651.748878923767,1115,1115,1115,6651.748878923767,6283.0,1115,1115,6498.690901200637,6690.488929944817
2013-10-24,7378657,6617.629596412556,1115,1115,1115,6617.629596412556,6176.0,1115,1115,6693.116782046249,6686.944375172236
2013-10-25,7589058,6806.330044843049,1115,1115,1115,6806.330044843049,6434.0,1115,1115,6855.767518753487,6665.216700604651
2013-10-26,5744750,5152.242152466368,1115,1115,0,5152.242152466368,4811.0,1115,1115,6839.857589221137,6649.1917486507755
2013-10-27,218159,195.65829596412556,1115,31,0,7037.387096774193,5268.0,31,31,6884.98201318427,6652.826785656779
2013-10-28,5831815,5230.32735426009,1115,1115,0,5230.32735426009,4822.0,1115,1115,6372.226343741605,6594.01711242793
2013-10-29,6145546,5511.700448430493,1115,1115,0,5511.700448430493,5129.0,1115,1115,6143.909367444359,6576.98783632287
2013-10-30,6970004,6251.12466367713,1115,1115,0,6251.12466367713,5830.0,1115,1115,6086.677336694839,6570.617272581679
2013-10-31,6807674,6105.537219730942,1115,951,0,7158.4374342797055,6606.0,951,951,6163.93559924729,6571.348966663097
2013-11-01,3940492,3534.073542600897,1115,543,0,7256.891344383057,6814.0,543,543,6228.301499181577,6567.979294945835
2013-11-02,7410509,6646.1964125560535,1115,1115,0,6646.1964125560535,6269.0,1115,1115,6441.723536337246,6608.609916342376
2013-11-03,175864,157.72556053811658,1115,18,0,9770.222222222223,8638.0,18,18,6832.128554258394,6707.208866675197
2013-11-04,10568398,9478.383856502242,1115,1115,1115,9478.383856502242,9057.0,1115,1115,7438.993768864414,6691.385612351046
2013-11-05,9306571,8346.700448430493,1115,1115,1115,8346.700448430493,7850.0,1115,1115,7843.993768864414,6702.8359006277915
2013-11-06,8224747,7376.454708520179,1115,1115,1115,7376.454708520179,6992.0,1115,1115,8004.755203841992,6707.1606283664205
2013-11-07,7951819,7131.676233183856,1115,1115,1115,7131.676233183856,6768.0,1115,1115,8000.932175114015,6711.708738552198
2013-11-08,8443830,7572.941704035875,1115,1115,1115,7572.941704035875,7187.0,1115,1115,8046.082226492989,6721.391377885959
2013-11-09,6566741,5889.453811659193,1115,1115,0,5889.453811659193,5472.0,1115,1115,7937.97614065058,6733.021422729008
2013-11-10,187852,168.47713004484305,1115,17,0,11050.117647058823,9275.0,17,17,8120.818344198667,6866.0740115064555
2013-11-11,6423778,5761.235874439461,1115,1115,0,5761.235874439461,5365.0,1115,1115,7589.797203903983,6861.345408047135
2013-11-12,6003149,5383.990134529148,1115,1115,0,5383.990134529148,5038.0,1115,1115,7166.552873346649,6865.789578450722
2013-11-13,6028677,5406.8852017937215,1115,1115,0,5406.8852017937215,5073.0,1115,1115,6885.185800957154,6868.827310673657
2013-11-14,6140303,5506.998206278027,1115,1115,0,5506.998206278027,5110.0,1115,1115,6653.088939970607,6877.76837409454
2013-11-15,6741987,6046.625112107623,1115,1115,0,6046.625112107623,5696.0,1115,1115,6435.043712552286,6891.298739245084
2013-11-16,6605960,5924.627802690583,1115,1115,0,5924.627802690583,5509.0,1115,1115,6440.068568413912,6914.906458655719
2013-11-17,194615,174.542600896861,1115,17,0,11447.941176470587,10187.0,17,17,6496.900501187022,7083.707353207087
2013-11-18,10528615,9442.70403587444,1115,1115,1115,9442.70403587444,8977.0,1115,1115,7022.824524249161,7105.960460189791
2013-11-19,8895888,7978.374887892377,1115,1115,1115,7978.374887892377,7524.0,1115,1115,7393.450917586765,7136.976731810547
2013-11-20,7472513,6701.805381165919,1115,1040,1115,7185.108653846154,6804.0,1040,1040,7647.482839308542,7156.025295200633
2013-11-21,8084449,7250.626905829597,1115,1115,1115,7250.626905829597,6792.0,1115,1115,7896.572653530195,7178.632341965526
2013-11-22,8199106,7353.458295964126,1115,1115,1115,7353.458295964126,6949.0,1115,1115,8083.2631083668375,7198.172636648423
2013-11-23,6593077,5913.073542600897,1115,1115,0,5913.073542600897,5491.0,1115,1115,8081.612499782597,7225.345186296084
2013-11-24,198110,177.67713004484304,1115,17,0,11653.529411764706,10089.0,17,17,8110.982247681757,7390.207411831459
2013-11-25,7204808,6461.711210762332,1115,1115,0,6461.711210762332,6063.0,1115,1115,7685.126129808598,7434.185406706541
2013-11-26,6673704,5985.384753363229,1115,1115,0,5985.384753363229,5593.0,1115,1115,7400.413253447291,7451.10270331128
2013-11-27,6725418,6031.765022421525,1115,1115,0,6031.765022421525,5662.0,1115,1115,7235.649877529488,7443.268430409294
2013-11-28,7262197,6513.181165919283,1115,1115,0,6513.181165919283,6115.0,1115,1115,7130.300486113729,7420.223563682135
2013-11-29,8803269,7895.308520179372,1115,1115,0,7895.308520179372,7391.0,1115,1115,7207.707661001621,7443.024177103433
2013-11-30,8614478,7725.989237668162,1115,1115,0,7725.989237668162,7158.0,1115,1115,7466.695617439801,7481.588206571723
2013-12-01,220033,197.3390134529148,1115,17,0,12943.117647058823,10950.0,17,17,7650.922508196104,7594.905900315888
2013-12-02,12972440,11634.47533632287,1115,1115,1115,11634.47533632287,10987.0,1115,1115,8389.888811847608,7671.909167452338
2013-12-03,10915444,9789.635874439462,1115,1115,1115,9789.635874439462,9225.0,1115,1115,8933.353257715642,7723.442575524087
2013-12-04,10203870,9151.452914798207,1115,1115,1115,9151.452914798207,8644.0,1115,1115,9379.022956626597,7786.835368605445
2013-12-05,10296749,9234.752466367712,1115,1115,1115,9234.752466367712,8690.0,1115,1115,9767.81885669066,7861.945234076297
2013-12-06,8431475,7561.860986547085,1115,1115,1115,7561.860986547085,7145.0,1115,1115,9720.183494743189,7861.549494165984
2013-12-07,7231141,6485.328251121076,1115,1115,0,6485.328251121076,5919.0,1115,1115,9542.946210950748,7882.830724146765
2013-12-08,190125,170.51569506726457,1115,18,0,10562.5,9024.5,18,18,9202.85797565663,7865.415808180378
2013-12-09,7607576,6822.9381165919285,1115,1115,0,6822.9381165919285,6355.0,1115,1115,8515.495515695067,7903.333745400109
2013-12-10,7458243,6689.007174887893,1115,1115,0,6689.007174887893,6286.0,1115,1115,8072.548558616273,7949.941496841492
2013-12-11,7364610,6605.031390134529,1115,1115,0,6605.031390134529,6169.0,1115,1115,7708.774055092889,7992.732432139378
2013-12-12,7520198,6744.572197309417,1115,1115,0,6744.572197309417,6307.0,1115,1115,7353.03401665599,8036.931503247643
2013-12-13,8012317,7185.934529147982,1115,1115,0,7185.934529147982,6692.0,1115,1115,7299.330237027547,8077.621125284799
2013-12-14,7938245,7119.502242152466,1115,1115,0,7119.502242152466,6456.0,1115,1115,7389.926521460603,8120.295212408438
2013-12-15,214032,191.95695067264575,1115,17,0,12590.117647058823,11145.0,17,17,7679.5861853261495,8161.087229215161
2013-12-16,15623548,14012.15067264574,1115,1115,1115,14012.15067264574,13144.0,1115,1115,8706.616550476694,8324.28175195699
2013-12-17,13053993,11707.617040358744,1115,1115,1115,11707.617040358744,11075.0,1115,1115,9423.56081697253,8457.468971687933
2013-12-18,12189674,10932.443049327354,1115,1115,1115,10932.443049327354,10320.0,1115,1115,10041.762482571503,8591.30234295512
2013-12-19,11740273,10529.392825112107,1115,1115,1115,10529.392825112107,9900.0,1115,1115,10582.451143686174,8708.401125786639
2013-12-20,12334496,11062.328251121076,1115,1115,1115,11062.328251121076,10504.0,1115,1115,11136.221675396617,8840.860767042243
2013-12-21,10165366,9116.920179372197,1115,1115,0,9116.920179372197,8487.0,1115,1115,11421.567094999436,8955.283861212647
2013-12-22,263979,236.752466367713,1115,28,0,9427.82142857143,7484.5,28,28,10969.810492358378,8875.794290384316
2013-12-23,14350056,12870.00538116592,1115,1115,0,12870.00538116592,12309.0,1115,1115,10806.646879289832,9104.661939327301
2013-12-24,5232808,4693.101345291479,1115,1115,0,4693.101345291479,4572.0,1115,1115,9804.573208565937,9058.508960467596
2013-12-25,142585,127.87892376681614,1115,17,0,8387.35294117647,7138.0,17,17,9440.988907401525,9142.63710042313
2013-12-26,188597,169.14529147982063,1115,19,0,9926.157894736842,8513.0,19,19,9354.812488776488,9264.529126452328
2013-12-27,8168568,7326.0699551569505,1115,1115,0,7326.0699551569505,6932.0,1115,1115,8821.061303638755,9244.199177701526
2013-12-28,6726568,6032.796412556054,1115,1115,0,6032.796412556054,5659.0,1115,1115,8380.472194093592,9183.728005376093
2013-12-29,226553,203.1865470852018,1115,25,0,9062.12,7424.0,25,25,8328.229132869103,9045.120946552564
2013-12-30,10192135,9140.928251121077,1115,1115,0,9140.928251121077,8598.0,1115,1115,7795.503828576982,8956.065693509645
2013-12-31,4534864,4067.142600896861,1115,1115,0,4067.142600896861,3810.0,1115,1115,7706.081150806322,8751.690933740265
2014-01-01,118108,105.92645739910314,1115,18,0,6561.555555555556,4921.0,18,18,7445.252952860477,8659.1945994816
2014-01-02,6980556,6260.588340807175,1115,1115,0,6260.588340807175,5844.0,1115,1115,6921.600159441953,8552.97445214015
2014-01-03,7024253,6299.778475336323,1115,1115,0,6299.778475336323,5917.0,1115,1115,6774.987090896148,8507.900076739767
2014-01-04,6357259,5701.577578475336,1115,1115,0,5701.577578475336,5370.0,1115,1115,6727.670114598905,8479.908981288134
2014-01-05,184905,165.8340807174888,1115,22,0,8404.772727272728,7291.0,22,22,6633.763361352151,8402.847292976445
2014-01-06,8661727,7768.365022421524,1115,809,1115,10706.708281829418,10133.0,809,809,6857.446222881915,8541.553370306354
2014-01-07,10456932,9378.414349775785,1115,1115,1115,9378.414349775785,8839.0,1115,1115,7616.1993298646175,8637.603626552353
2014-01-08,8643239,7751.783856502242,1115,1115,1115,7751.783856502242,7358.0,1115,1115,7786.231944285573,8678.55907177977
2014-01-09,8016642,7189.813452914798,1115,1115,1115,7189.813452914798,6829.0,1115,1115,7918.978388872376,8694.460545194246
2014-01-10,8548672,7666.970403587444,1115,1115,1115,7666.970403587444,7311.0,1115,1115,8114.291521479679,8711.6403978528
2014-01-11,6231179,5588.50134529148,1115,1112,0,5603.578237410072,5243.0,1112,1112,8100.291615613213,8657.500254826286
2014-01-12,175744,157.61793721973095,1115,17,0,10337.882352941177,9029.0,17,17,8376.450133565848,8577.06328003637
2014-01-13,6089929,5461.819730941704,1115,1112,0,5476.554856115108,5113.0,1112,1112,7629.285358463804,8272.220572303133
2014-01-14,5785842,5189.09596412556,1115,1112,0,5203.095323741008,4881.5,1112,1112,7032.811211887407,8039.916225281071
2014-01-15,5779426,5183.3417040358745,1115,1111,0,5202.003600360036,4901.0,1111,1111,6668.556889581378,7835.257673532238
2014-01-16,5720266,5130.283408071748,1115,1110,0,5153.3927927927925,4865.5,1110,1110,6377.639652421091,7643.257672377977
2014-01-17,6332625,5679.4843049327355,1115,1110,0,5705.0675675675675,5409.0,1110,1109,6097.367818703967,7451.926933679637
2014-01-18,6213031,5572.225112107623,1115,1110,0,5597.325225225225,5176.0,1110,1109,6096.474531248988,7326.2271138886745
2014-01-19,175778,157.64843049327354,1115,17,0,10339.882352941177,9285.0,17,17,6096.760245534701,7358.800718330451
2014-01-20,10648819,9550.510313901344,1115,1110,1115,9593.53063063063,9148.5,1110,1110,6684.8996418940615,7241.78376295419
2014-01-21,8475207,7601.082511210762,1115,1110,1115,7635.3216216216215,7227.0,1110,1110,7032.3605415912925,7346.86305853741
2014-01-22,7970289,7148.241255605381,1115,1110,1115,7180.4405405405405,6814.5,1110,1110,7314.994390188507,7303.759044228983
2014-01-23,7625568,6839.074439461883,1115,1110,1115,6869.881081081081,6544.0,1110,1110,7560.207002801121,7194.606300884136
2014-01-24,7851977,7042.131838565022,1115,1112,1115,7061.130395683454,6687.5,1112,1111,7753.930263960533,7185.144173760083
2014-01-25,5986034,5368.640358744395,1115,1112,0,5383.124100719425,5041.0,1112,1111,7723.330103316847,7161.941591194488
2014-01-26,160153,143.63497757847534,1115,17,0,9420.764705882353,7483.0,17,17,7592.027582308444,7174.750330690286
2014-01-27,5689615,5102.793721973094,1115,1113,0,5111.96316262354,4793.0,1113,1113,6951.803658307431,7030.858720386802
2014-01-28,5790602,5193.365022421524,1115,1113,0,5202.697214734951,4832.0,1113,1113,6604.285885895049,7071.414242309591
2014-01-29,5809489,5210.304035874439,1115,1113,0,5219.666666666667,4877.0,1113,1113,6324.175332484496,7023.4896391349885
2014-01-30,6313068,5661.944394618834,1115,1113,0,5672.118598382749,5351.0,1113,1113,6153.066406384734,7002.472862619831
2014-01-31,7935853,7117.356950672645,1115,1113,0,7130.1464510332435,6732.0,1113,1113,6162.925842863275,7032.128861751864
2014-02-01,6934170,6218.986547085202,1115,1113,0,6230.161725067385,5875.0,1113,1113,6283.931217770127,7051.0068669872935
2014-02-02,214940,192.77130044843048,1115,18,0,11941.111111111111,10511.5,18,18,6643.980704231379,7177.304666410092
2014-02-03,11757740,10545.058295964125,1115,1113,1115,10564.007187780773,10080.0,1113,1113,7422.844136396698,7172.208198765498
2014-02-04,9651472,8656.028699551569,1115,1113,1115,8671.583108715184,8282.0,1113,1113,7918.399264108159,7146.964225870477
2014-02-05,8456987,7584.741704035874,1115,1113,1115,7598.37106918239,7198.0,1113,1113,8258.214178753262,7141.485197751911
2014-02-06,8226263,7377.814349775785,1115,1113,1115,7391.071877807727,7008.0,1113,1113,8503.77893295683,7148.672998640944
2014-02-07,8075318,7242.437668161435,1115,1113,1115,7255.451931716083,6878.0,1113,1113,8521.679715911523,7133.975910359824
2014-02-08,6387706,5728.884304932735,1115,1113,0,5739.178796046721,5389.0,1113,1113,8451.53929748,7138.81878745399
2014-02-09,190226,170.60627802690584,1115,17,0,11189.764705882353,10071.0,17,17,8344.204096733034,7169.2431572018895
2014-02-10,6451410,5786.017937219731,1115,1112,0,5801.627697841726,5451.0,1112,1112,7663.864169598884,7180.852901549269
2014-02-11,6056843,5432.146188340807,1115,1112,0,5446.801258992806,5080.0,1112,1112,7203.181048209973,7189.556684951119
2014-02-12,6046448,5422.82331838565,1115,1113,0,5432.567834681042,5073.0,1113,1112,6893.780586138351,7197.791121891154
2014-02-13,6180416,5542.97399103139,1115,1113,0,5552.93441150045,5227.0,1113,1112,6631.189519523025,7212.060465416428
2014-02-14,7086640,6355.730941704036,1115,1114,0,6361.436265709156,6047.5,1114,1114,6503.4729958077505,7235.50220463577
2014-02-15,6293698,5644.572197309417,1115,1114,0,5649.6391382405745,5267.5,1114,1114,6490.681616121158,7237.3705586720325
2014-02-16,190158,170.54529147982063,1115,17,0,11185.764705882353,10272.0,17,17,6490.110187549731,7267.580642705646
2014-02-17,10675316,9574.274439461884,1115,1114,1115,9582.868940754039,9145.5,1114,1114,7030.287507965774,7267.199868067197
2014-02-18,8708285,7810.121076233184,1115,1114,1115,7817.131956912029,7431.5,1114,1114,7368.906179097091,7273.693094327567
2014-02-19,7855918,7045.666367713005,1115,1114,1115,7051.9910233393175,6705.5,1114,1114,7600.2523489054165,7269.105611570381
2014-02-20,7738889,6940.707623318385,1115,1114,1115,6946.938061041293,6541.5,1114,1114,7799.395727411253,7271.85764656896
2014-02-21,7862313,7051.401793721973,1115,1115,1115,7051.401793721973,6698.0,1115,1115,7897.962231413082,7271.510196498907
2014-02-22,6123882,5492.270852017938,1115,1114,0,5497.201077199282,5137.0,1114,1114,7876.185365550041,7275.584374230331
2014-02-23,185005,165.92376681614348,1115,18,0,10278.055555555555,9339.5,18,18,7746.512629789069,7306.201904575802
2014-02-24,6036002,5413.454708520179,1115,1114,0,5418.314183123878,5030.5,1114,1114,7151.576235841903,7317.143012450814
2014-02-25,5697449,5109.819730941704,1115,1114,0,5114.406642728904,4768.0,1114,1114,6765.47261953003,7313.989777736314
2014-02-26,5960448,5345.693273542601,1115,1114,0,5350.491921005386,5004.0,1114,1114,6522.4013191966105,7318.66210824841
2014-02-27,6006428,5386.930941704036,1115,1113,0,5396.610961365678,5142.0,1113,1113,6300.92601924295,7308.822549783515
2014-02-28,7874307,7062.158744394619,1115,1114,0,7068.498204667863,6628.5,1114,1114,6303.3683636637925,7306.620826699037
2014-03-01,7088957,6357.808968609866,1115,1115,0,6357.808968609866,5941.0,1115,1115,6426.312348151018,7311.179656825553
2014-03-02,225564,202.29955156950672,1115,19,0,11871.78947368421,10462.0,19,19,6653.988622169399,7308.703884060307
2014-03-03,10254710,9197.04932735426,1115,1084,1115,9460.064575645756,9222.5,1084,1084,7231.381535386809,7269.277362198342
2014-03-04,9211960,8261.847533632286,1115,1112,1115,8284.136690647481,7804.5,1112,1112,7684.2001136608915,7255.439990124496
2014-03-05,8802968,7895.038565022422,1115,1115,1115,7895.038565022422,7442.0,1115,1115,8047.706777091897,7266.035257833069
2014-03-06,8444592,7573.625112107623,1115,1115,1115,7573.625112107623,7179.0,1115,1115,8358.708798626461,7272.555016200922
2014-03-07,8486290,7611.0224215246635,1115,1115,1115,7611.0224215246635,7249.0,1115,1115,8436.212258177433,7285.253962265515
2014-03-08,6075937,5449.270852017938,1115,1115,0,5449.270852017938,5083.0,1115,1115,8306.4210986643,7274.900107121629
2014-03-09,187110,167.81165919282512,1115,20,0,9355.5,7692.0,20,20,7946.951173852269,7209.390653340117
2014-03-10,6204784,5564.828699551569,1115,1112,0,5579.841726618705,5217.5,1112,1112,7392.633623991262,7201.469725796437
2014-03-11,5906003,5296.863677130045,1115,1112,0,5311.153776978417,4985.0,1112,1112,6967.921779181395,7196.6251728673515
2014-03-12,5795093,5197.392825112108,1115,1113,0,5206.732255166217,4920.0,1113,1112,6583.878020630509,7188.559616456108
2014-03-13,5898902,5290.495067264574,1115,1111,0,5309.542754275428,4981.0,1111,1111,6260.437683797339,7179.8670572695
2014-03-14,6447567,5782.5713004484305,1115,1111,0,5803.390639063907,5447.0,1111,1111,6002.20457201723,7159.936856317885
2014-03-15,6310072,5659.257399103139,1115,1111,0,5679.632763276328,5305.0,1111,1111,6035.1134164827145,7161.008057212018
2014-03-16,213125,191.14349775784754,1115,27,0,7893.518518518518,7211.0,27,27,5826.258919128217,7043.427836234739
2014-03-17,10311703,9248.164125560537,1115,1111,1115,9281.460846084608,8859.0,1111,1111,6355.061650480488,7032.663261425116
2014-03-18,8426401,7557.310313901346,1115,1112,1115,7577.698741007194,7277.5,1112,1111,6678.853788198886,7024.112075142801
2014-03-19,7849900,7040.269058295964,1115,1112,1115,7059.262589928057,6704.5,1112,1112,6943.500978879149,7024.371773949541
2014-03-20,7179418,6438.939910313901,1115,1111,1115,6462.122412241224,6147.0,1111,1111,7108.155215731405,7007.056929349538
2014-03-21,7681649,6889.371300448431,1115,1111,1115,6914.175517551756,6571.0,1111,1111,7266.838769801098,7002.155990914888
2014-03-22,6176931,5539.848430493274,1115,1109,0,5569.820559062218,5216.0,1109,1109,7251.151312056225,7004.749543838565
2014-03-23,217517,195.08251121076233,1115,30,0,7250.566666666667,6703.0,30,30,7159.301047505961,6896.624940663962
2014-03-24,6506590,5835.506726457399,1115,1109,0,5867.078449053201,5475.0,1109,1109,6671.532133644331,6912.652235875723
