Store,Date,Sales,Customers,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,median_sales,p95_sales,p99_sales,maximum_sales,median_customers,sales_vs_store_median,sales_vs_store_p99,sales_per_customer,above_store_p99
72,2014-03-31,11641,941,1,0,0,a,a,3960.0,7972.099999999999,9311.979999999994,12733,460.0,2.9396464646464646,1.2501100732604675,12.370882040382572,1
166,2013-12-23,16335,2094,0,0,1,a,c,5558.0,8613.999999999998,11060.320000000014,16335,793.0,2.9390068369917235,1.4769012108148751,7.800859598853868,1
708,2014-06-20,12594,852,1,0,0,c,c,4288.0,7840.199999999994,12030.039999999995,24975,464.0,2.937033582089552,1.0468793121219884,14.78169014084507,1
835,2014-09-12,14107,1445,0,0,0,a,a,4804.0,8164.999999999999,9541.580000000013,16123,641.0,2.936511240632806,1.4784763110512076,9.762629757785467,1
39,2015-05-04,12872,1379,1,0,0,a,a,4391.0,8337.499999999998,10387.940000000004,13343,602.0,2.931450694602596,1.2391292210005058,9.334300217548948,1
244,2014-06-30,14806,1059,1,0,0,d,a,5051.0,8388.899999999996,10253.120000000006,14806,536.0,2.931300732528212,1.4440482506788168,13.981114258734655,1
261,2014-12-15,32355,1718,1,0,0,d,c,11048.0,22145.8,26475.32,37646,908.0,2.928584359160029,1.2220815461342867,18.832945285215366,1
870,2014-08-01,20109,1647,1,0,1,a,a,6872.0,9037.15,10149.019999999999,20109,893.0,2.926222351571595,1.9813735710442981,12.209471766848816,1
279,2014-06-30,24429,1456,1,0,0,d,c,8351.0,14679.1,18140.399999999998,24429,644.0,2.925278409771285,1.3466626976251903,16.77815934065934,1
220,2013-09-09,13582,956,1,0,0,a,a,4652.0,7173.5,8328.75,13582,631.0,2.9196044711951847,1.630736905297914,14.207112970711297,1
181,2013-12-16,17116,1263,1,0,0,a,a,5864.0,10293.3,12349.559999999985,17116,672.0,2.918826739427012,1.3859603095171018,13.551860649247823,1
100,2013-07-19,22609,1458,1,0,0,d,a,7754.0,10766.25,12576.950000000012,22609,670.0,2.915785401083312,1.7976536441665092,15.506858710562414,1
1034,2013-12-16,18291,1451,1,0,0,a,a,6278.0,11286.3,13361.050000000003,18291,764.0,2.9135074864606563,1.3689792344164564,12.60578911095796,1
543,2014-12-15,6680,424,1,0,0,c,a,2293.0,5045.0,6278.4000000000015,8754,230.0,2.91321412996075,1.063965341488277,15.754716981132075,1
681,2013-05-14,10015,984,1,0,0,a,c,3438.0,5381.75,6573.750000000003,12272,496.0,2.9130308318789995,1.523483552006084,10.177845528455284,1
972,2013-12-16,9597,752,1,0,0,a,a,3295.5,6141.799999999996,6906.84,13993,392.0,2.9121529358215748,1.3894921556022726,12.761968085106384,1
898,2013-12-16,19136,1390,1,0,0,a,a,6585.5,11432.599999999997,13235.449999999944,19136,745.0,2.905777845266115,1.445814082634144,13.766906474820145,1
630,2013-12-16,19790,1517,1,0,0,a,a,6812.0,11299.8,14264.720000000012,19790,831.0,2.905167351732237,1.387338833149195,13.045484508899143,1
977,2014-03-31,11838,984,1,0,0,a,a,4079.0,8583.799999999997,10275.459999999992,12724,482.0,2.902181907330228,1.1520652116790888,12.03048780487805,1
754,2013-12-23,22226,2255,0,0,1,c,c,7666.0,12695.549999999997,17997.73999999997,23404,944.0,2.8992955909209495,1.2349328304553815,9.856319290465631,1
686,2013-12-16,17535,1459,1,0,0,a,a,6049.5,10945.35,12132.330000000002,17535,782.5,2.89858666005455,1.4453118238623577,12.018505825908155,1
153,2013-12-16,18815,1196,1,0,0,a,a,6493.0,11896.099999999997,13617.22000000001,18815,626.0,2.897736023409826,1.38170639822225,15.731605351170568,1
779,2014-12-15,20155,1407,1,0,0,a,a,6961.5,12079.849999999999,14765.840000000011,20155,732.0,2.895209365797601,1.3649748338055936,14.324804548685146,1
634,2014-12-15,18377,1293,1,0,0,d,a,6358.0,11608.949999999995,13636.660000000002,18377,657.0,2.890374331550802,1.347617378448975,14.212683681361176,1
994,2014-06-30,12154,855,1,0,0,a,a,4218.0,7694.5,9447.28000000001,12154,436.0,2.8814604077761974,1.286507862580551,14.215204678362573,1
508,2014-06-30,18212,1304,1,0,0,a,c,6332.0,10701.25,12913.0,18212,641.5,2.876184459886292,1.4103616510493302,13.966257668711657,1
303,2014-07-14,16838,1043,1,0,1,a,a,5862.5,9207.75,10795.550000000007,27318,663.5,2.8721535181236675,1.5597167351362358,16.143815915627997,1
405,2014-06-30,11319,937,1,0,0,a,a,3942.0,7781.699999999999,9300.74,12302,461.0,2.871385083713851,1.2169999376393708,12.080042689434364,1
708,2014-06-18,12301,697,1,0,0,c,c,4288.0,7840.199999999994,12030.039999999995,24975,464.0,2.8687033582089554,1.022523615881577,17.648493543758967,1
248,2013-12-16,22394,2171,1,0,0,a,c,7810.0,12619.599999999999,17066.539999999997,22394,1075.5,2.867349551856594,1.312158176173964,10.315062183325656,1
869,2013-12-16,15835,1559,1,0,0,c,a,5526.0,9941.8,11829.290000000005,15835,851.5,2.865544697792255,1.3386264095309182,10.157152020525977,1
543,2015-03-31,6570,407,1,0,1,c,a,2293.0,5045.0,6278.4000000000015,8754,230.0,2.8652420409943304,1.0464449541284402,16.142506142506143,1
881,2013-12-16,11050,1204,1,0,0,a,a,3857.0,7221.799999999997,8445.160000000002,11050,603.0,2.864920922997148,1.3084417583562653,9.177740863787376,1
1086,2013-12-16,20489,1603,1,0,0,a,a,7152.0,13624.0,16068.000000000002,20489,797.0,2.8647930648769573,1.275143141647996,12.781659388646288,1
438,2014-06-30,13640,1070,1,0,0,d,c,4762.0,8557.499999999998,10611.350000000002,13640,505.5,2.8643427131457373,1.2854160874912237,12.74766355140187,1
708,2014-06-17,12276,748,1,0,0,c,c,4288.0,7840.199999999994,12030.039999999995,24975,464.0,2.862873134328358,1.0204454848030435,16.41176470588235,1
183,2015-06-29,13260,1158,1,0,0,a,a,4634.0,7618.0,10410.299999999983,18797,603.0,2.861458782908934,1.2737385089766886,11.450777202072539,1
1030,2013-12-16,10078,696,1,0,0,a,a,3525.5,5967.5999999999985,7274.580000000004,10078,341.5,2.8586016167919444,1.3853720764635202,14.479885057471265,1
699,2015-01-06,22911,1367,1,0,1,a,a,8040.0,11519.8,15108.280000000004,24338,961.0,2.8496268656716417,1.5164532296197841,16.76005852231163,1
752,2013-12-16,13636,899,1,0,0,a,a,4790.0,9028.0,10660.5,13636,445.0,2.8467640918580375,1.2791144880634118,15.167964404894327,1
1108,2013-12-16,15358,1219,1,0,0,a,a,5401.0,10669.499999999998,11552.470000000001,15358,602.0,2.8435474912053325,1.3294126710564926,12.598851517637408,1
652,2013-12-16,17711,1252,1,0,0,a,a,6248.0,11049.649999999996,12707.599999999999,17711,662.0,2.8346670934699105,1.3937328842582393,14.146166134185304,1
167,2013-12-16,24835,1984,1,0,0,a,a,8773.0,14916.8,18462.080000000045,24835,1043.0,2.8308446369542914,1.3451897077685688,12.517641129032258,1
548,2014-08-15,13386,613,0,0,1,d,c,4731.5,7821.4,9522.040000000005,19191,386.5,2.82912395646201,1.4057911960042169,21.836867862969005,1
634,2013-12-16,17978,1261,1,0,0,d,a,6358.0,11608.949999999995,13636.660000000002,18377,657.0,2.8276187480339727,1.318358014352488,14.25693893735131,1
530,2015-04-04,12476,1820,0,0,0,a,c,4425.0,7960.0,9613.250000000002,12476,752.5,2.8194350282485874,1.297792109848386,6.854945054945055,1
994,2014-12-15,11890,769,1,0,0,a,a,4218.0,7694.5,9447.28000000001,12154,436.0,2.8188715030820295,1.2585633113446397,15.461638491547465,1
792,2013-12-16,19366,1338,1,0,0,d,a,6876.0,12253.299999999994,14000.76000000001,19366,680.0,2.8164630599185574,1.3832106257088892,14.473841554559044,1
977,2013-07-15,11488,909,1,0,0,a,a,4079.0,8583.799999999997,10275.459999999992,12724,482.0,2.8163765628830597,1.1180034762434001,12.638063806380638,1
963,2013-12-16,28768,2085,1,0,0,a,c,10216.0,18930.699999999997,21649.980000000025,28768,1029.0,2.8159749412685984,1.3287772090320622,13.797601918465228,1
543,2014-01-20,6456,398,1,0,0,c,a,2293.0,5045.0,6278.4000000000015,8754,230.0,2.815525512429132,1.0282874617737001,16.22110552763819,1
324,2013-12-16,15336,1439,1,0,0,a,a,5449.0,9966.55,11920.460000000001,15336,734.0,2.814461369058543,1.2865275333334452,10.657400972897845,1
971,2015-05-18,22430,1723,1,0,0,c,a,7971.5,12698.399999999996,16473.139999999992,22430,973.0,2.8137740701248197,1.3616104762055086,13.01799187463726,1
641,2013-12-16,15322,1059,1,0,0,a,c,5448.0,9364.8,11255.680000000004,15322,532.0,2.812408223201175,1.3612682663330864,14.468366383380548,1
291,2013-12-16,21872,1798,1,0,0,d,a,7777.5,12859.049999999997,14906.250000000011,21872,840.5,2.8122147219543554,1.4673039832285104,12.164627363737486,1
530,2014-08-04,12437,1944,1,0,1,a,c,4425.0,7960.0,9613.250000000002,12476,752.5,2.810621468926554,1.2937352092164458,6.397633744855967,1
693,2014-04-14,15221,916,1,0,1,d,a,5437.0,12449.0,14653.4,19730,442.0,2.799521795107596,1.0387350376021947,16.616812227074234,1
286,2013-12-16,12711,809,1,0,0,a,a,4544.0,8801.29999999999,10101.380000000003,12711,434.0,2.7973151408450705,1.2583429194822882,15.711990111248454,1
708,2014-10-08,11990,909,1,0,0,c,c,4288.0,7840.199999999994,12030.039999999995,24975,464.0,2.796175373134328,0.9966716652646213,13.19031903190319,0
405,2014-12-15,11018,864,1,0,0,a,a,3942.0,7781.699999999999,9300.74,12302,461.0,2.7950279046169455,1.1846369213632464,12.752314814814815,1
657,2014-03-31,15610,1453,1,0,0,c,c,5585.5,10152.25,11736.0,16980,739.0,2.7947363709605226,1.3300954328561692,10.743289745354438,1
35,2014-06-30,25506,1461,1,0,0,d,c,9127.0,15393.3,19601.800000000003,25506,711.0,2.7945655746685656,1.3012070320072644,17.457905544147845,1
983,2013-12-16,27544,2836,1,0,0,a,a,9862.0,16410.249999999993,19670.709999999995,31523,1345.5,2.7929426079902657,1.4002544900514524,9.712270803949224,1
779,2013-12-16,19441,1363,1,0,0,a,a,6961.5,12079.849999999999,14765.840000000011,20155,732.0,2.7926452632334984,1.3166199823376108,14.263389581804843,1
835,2014-08-19,13409,992,1,0,1,a,a,4804.0,8164.999999999999,9541.580000000013,16123,641.0,2.7912156536219817,1.4053228081722295,13.517137096774194,1
468,2013-12-16,17346,1477,1,0,0,c,c,6223.5,11146.449999999997,15091.499999999998,20041,690.0,2.787177633164618,1.1493887287545972,11.744075829383887,1
198,2014-03-31,7031,653,1,0,0,a,a,2526.0,5877.049999999993,6945.069999999997,10676,340.0,2.7834520981789392,1.0123728054576848,10.767228177641654,1
198,2013-07-15,7028,619,1,0,1,a,a,2526.0,5877.049999999993,6945.069999999997,10676,340.0,2.782264449722882,1.0119408443687397,11.353796445880452,1
261,2014-06-30,30732,1794,1,0,0,d,c,11048.0,22145.8,26475.32,37646,908.0,2.781679942070963,1.1607791709410877,17.130434782608695,1
468,2013-03-30,17299,1906,0,0,0,c,c,6223.5,11146.449999999997,15091.499999999998,20041,690.0,2.779625612597413,1.1462743928701589,9.07607555089192,1
489,2014-06-30,18696,1251,1,0,0,a,a,6730.0,12759.699999999999,15207.450000000023,20851,654.0,2.778008915304606,1.2293974334947655,14.94484412470024,1
88,2013-12-16,16525,1189,1,0,0,a,a,5949.0,10347.1,11509.160000000022,16525,644.0,2.7777777777777777,1.4358128655783713,13.898233809924307,1
486,2014-06-30,11236,999,1,0,0,a,a,4045.0,6880.799999999999,8092.42,11236,514.0,2.7777503090234856,1.388459817953097,11.247247247247246,1
322,2014-12-15,13464,1032,1,0,0,a,a,4850.5,8611.249999999996,10304.05999999999,13464,564.0,2.775796309658798,1.3066694099219156,13.046511627906977,1
397,2013-12-16,14197,1488,1,0,0,a,c,5116.0,8741.099999999995,10636.560000000003,14197,722.0,2.7750195465207192,1.334736042479899,9.540994623655914,1
575,2014-01-07,12788,895,1,0,0,a,a,4613.0,10301.399999999998,12223.139999999998,17313,470.0,2.7721656189031,1.0462123480545917,14.28826815642458,1
695,2015-03-30,13797,903,1,0,1,a,a,4978.0,9300.0,10832.200000000004,15904,512.0,2.77159501807955,1.2737024796440237,15.279069767441861,1
427,2014-03-31,18993,1391,1,0,0,a,c,6853.0,12332.0,14892.859999999999,18993,732.0,2.771486940026266,1.275309107854368,13.654205607476635,1
348,2013-06-13,23379,1088,0,0,0,a,a,8438.0,11801.799999999997,17232.43999999993,33934,721.0,2.7706802559848307,1.3566854142535878,21.488051470588236,1
366,2013-12-16,16629,1118,1,0,0,d,c,6004.5,10241.149999999998,12082.670000000016,16629,607.0,2.7694229328003996,1.3762686558517263,14.873881932021467,1
364,2013-05-14,12645,1117,1,0,0,a,c,4570.0,6872.999999999998,7575.879999999992,12645,587.0,2.7669584245076586,1.6691130271334833,11.320501342882721,1
198,2013-03-04,6988,629,1,0,0,a,a,2526.0,5877.049999999993,6945.069999999997,10676,340.0,2.7664291369754554,1.006181363182805,11.109697933227345,1
11,2013-12-16,20943,2197,1,0,0,a,c,7571.5,11934.699999999993,16629.889999999996,22822,1118.0,2.76603050914614,1.259358901351723,9.532544378698224,1
745,2013-12-16,20079,1450,1,0,0,a,a,7260.5,13126.249999999998,14887.300000000001,20079,725.0,2.7655120170787137,1.3487334842449603,13.847586206896551,1
437,2013-12-16,19394,1482,1,0,0,c,c,7019.0,11697.3,15956.710000000003,19394,675.0,2.7630716626300043,1.2154134530238374,13.086369770580298,1
1016,2014-12-15,13679,945,1,0,0,c,c,4956.0,9259.3,10645.400000000001,13679,481.0,2.760088781275222,1.2849681552595484,14.475132275132275,1
575,2014-03-03,12708,968,1,0,1,a,a,4613.0,10301.399999999998,12223.139999999998,17313,470.0,2.7548233253847823,1.0396673849763647,13.12809917355372,1
303,2014-08-08,16146,1411,1,0,1,a,a,5862.5,9207.75,10795.550000000007,27318,663.5,2.7541151385927507,1.4956162492879002,11.442948263642807,1
887,2014-07-25,17862,1311,0,0,0,d,a,6489.0,10838.5,12807.999999999985,17862,555.0,2.7526583448913544,1.3945971267957542,13.62471395881007,1
956,2013-10-25,10012,428,1,0,1,a,a,3638.5,6288.25,8005.0,14852,497.5,2.751683386010719,1.2507183010618363,23.39252336448598,1
193,2014-12-15,13177,1279,1,0,0,a,a,4793.0,8405.4,9881.280000000002,14140,743.0,2.749217609013144,1.3335316882023378,10.30258014073495,1
386,2013-12-16,20300,1206,1,0,0,d,c,7388.0,12847.8,16257.280000000002,20300,618.0,2.7476989713048185,1.2486713644594911,16.832504145936984,1
543,2014-04-14,6300,405,1,0,1,c,a,2293.0,5045.0,6278.4000000000015,8754,230.0,2.747492368076755,1.0034403669724767,15.555555555555555,1
60,2014-12-15,20493,1342,1,0,0,d,c,7460.5,13194.149999999998,15804.720000000001,20493,703.0,2.746866831981771,1.2966379663796637,15.270491803278688,1
908,2014-06-30,10766,704,1,0,0,a,a,3920.0,7067.0,8475.600000000002,10766,360.0,2.7464285714285714,1.2702345556656753,15.292613636363637,1
1019,2014-06-30,23813,1557,1,0,0,d,c,8673.0,14150.3,16792.78,23813,739.0,2.7456474115069756,1.4180499000165547,15.294155427103403,1
198,2014-12-16,6935,626,1,0,0,a,a,2526.0,5877.049999999993,6945.069999999997,10676,340.0,2.745447347585115,0.9985500506114413,11.078274760383387,0
144,2013-12-23,20637,1791,0,0,1,a,c,7525.0,10766.0,13812.559999999987,20637,725.0,2.742458471760797,1.494074957864438,11.522613065326633,1
803,2014-08-18,15443,780,1,0,1,d,a,5634.0,9282.199999999999,11818.59999999998,17728,473.0,2.74103656372027,1.3066691486301276,19.79871794871795,1
1016,2013-12-16,13583,990,1,0,0,c,c,4956.0,9259.3,10645.400000000001,13679,481.0,2.7407183212267956,1.2759501756627274,13.72020202020202,1
644,2015-03-20,24979,1782,1,0,0,c,a,9115.5,13142.599999999999,19906.080000000027,28242,1011.0,2.7402775492293348,1.2548427415141488,14.01739618406285,1
548,2014-09-08,12964,787,0,0,0,d,c,4731.5,7821.4,9522.040000000005,19191,386.5,2.7399344816654336,1.3614729616762788,16.472681067344347,1
198,2013-01-07,6913,654,1,0,0,a,a,2526.0,5877.049999999993,6945.069999999997,10676,340.0,2.73673792557403,0.9953823359591772,10.570336391437309,0
678,2014-06-30,18678,1611,1,0,0,c,a,6825.0,11343.699999999999,13926.960000000005,18678,801.0,2.7367032967032965,1.3411397749401157,11.594040968342645,1
543,2013-10-07,6273,408,1,0,0,c,a,2293.0,5045.0,6278.4000000000015,8754,230.0,2.735717400784998,0.9991399082568805,15.375,0
39,2013-12-16,12004,1170,1,0,0,a,a,4391.0,8337.499999999998,10387.940000000004,13343,602.0,2.733773627875199,1.1555707868932623,10.25982905982906,1
548,2014-08-14,12921,569,0,0,1,d,c,4731.5,7821.4,9522.040000000005,19191,386.5,2.7308464546127023,1.3569571226333847,22.708260105448154,1
1105,2013-12-16,11346,979,1,0,0,c,c,4155.0,7759.599999999998,9342.680000000008,11346,482.0,2.7306859205776175,1.2144266955520249,11.589376915219612,1
977,2013-12-16,11136,888,1,0,0,a,a,4079.0,8583.799999999997,10275.459999999992,12724,482.0,2.7300809021819075,1.0837471023195078,12.54054054054054,1
607,2013-12-02,9826,813,1,0,0,a,a,3600.0,7302.0999999999985,8444.589999999997,10794,421.0,2.7294444444444443,1.1635852066234127,12.08610086100861,1
453,2013-07-29,19807,2212,1,0,1,a,c,7259.0,13227.099999999995,16192.539999999999,19807,839.0,2.728612756578041,1.2232176051440973,8.954339963833634,1
944,2013-12-23,20597,2584,0,0,1,c,a,7550.5,11815.249999999987,16605.199999999997,20597,1177.5,2.7278988146480367,1.2403945751933132,7.970975232198143,1
243,2013-12-16,17634,1751,1,0,0,a,a,6466.0,11105.699999999999,12100.36,17634,917.0,2.7271883699350448,1.457312013857439,10.070816676185038,1
516,2013-12-16,14851,1513,1,0,0,a,c,5451.0,9348.599999999997,10804.580000000002,14851,732.0,2.7244542285819118,1.3745096986648253,9.815598149372109,1
700,2013-12-16,11187,966,1,0,0,a,c,4106.5,7245.25,8888.450000000003,15390,537.0,2.7242177036405697,1.2585996433573905,11.580745341614907,1
126,2013-09-16,16115,502,0,0,0,d,a,5919.0,10761.399999999976,20384.32000000001,33071,529.0,2.7225882750464607,0.7905586254532891,32.101593625498005,0
489,2014-12-15,18320,1150,1,0,0,a,a,6730.0,12759.699999999999,15207.450000000023,20851,654.0,2.722139673105498,1.2046727097573868,15.930434782608696,1
198,2013-02-18,6872,604,1,0,1,a,a,2526.0,5877.049999999993,6945.069999999997,10676,340.0,2.7205067300079175,0.9894788677435941,11.37748344370861,0
1082,2013-12-16,17926,1922,1,0,0,c,a,6592.0,10686.0,13974.880000000005,17926,1001.0,2.719356796116505,1.2827301558224466,9.326742976066598,1
899,2014-06-30,13909,1135,1,0,0,d,a,5115.0,9209.949999999999,10912.550000000014,13909,576.0,2.7192570869990225,1.2745875162084006,12.254625550660792,1
557,2013-12-16,11102,1300,1,0,0,a,a,4085.5,6989.849999999999,7945.370000000003,11102,651.0,2.7174152490515238,1.3972917560793263,8.54,1
793,2013-12-16,12027,873,1,0,0,d,a,4430.0,8379.599999999997,9906.880000000003,12027,443.0,2.71489841986456,1.2140048128169512,13.776632302405499,1
809,2013-12-16,23083,1509,1,0,0,a,a,8503.0,15312.199999999997,17484.38,23083,775.0,2.7146889333176527,1.3202069504323286,15.29688535453943,1
1023,2013-12-16,15835,1243,1,0,0,c,a,5839.5,9893.449999999999,12058.990000000005,15835,608.0,2.711704769243942,1.313128213888559,12.739340305711988,1
17,2014-12-15,16251,1420,1,0,0,a,a,5997.0,10761.999999999998,12950.469999999994,17845,807.5,2.709854927463732,1.2548579317970705,11.444366197183099,1
1003,2014-06-30,18453,1401,1,0,0,a,a,6811.0,12462.1,14659.520000000002,18453,746.0,2.709293789458229,1.2587724563969351,13.171306209850107,1
541,2013-12-16,16949,1623,1,0,0,a,c,6259.0,10797.999999999993,13085.440000000002,16949,829.0,2.707940565585557,1.2952564071211972,10.443006777572396,1
743,2013-12-16,9929,792,1,0,0,a,a,3668.0,6441.349999999999,7564.130000000006,9929,423.0,2.706924754634678,1.31264269651632,12.53661616161616,1
649,2013-12-16,9826,748,1,0,0,a,a,3632.5,6402.05,7246.620000000001,9826,402.0,2.7050240880935994,1.3559424945698821,13.136363636363637,1
382,2013-12-16,20493,1236,1,0,0,c,c,7578.5,12586.0,14923.430000000004,20493,628.0,2.7040971168437027,1.373209778181021,16.58009708737864,1
798,2013-12-16,19918,1718,1,0,0,a,a,7366.0,12671.5,13926.690000000006,19918,940.0,2.704045614987782,1.4302034438908307,11.593713620488941,1
552,2014-12-15,17891,1194,1,0,0,a,a,6621.0,13772.0,16058.00000000001,21050,668.0,2.7021597945929616,1.1141487109229038,14.984087102177554,1
693,2015-06-29,14687,818,1,0,0,d,a,5437.0,12449.0,14653.4,19730,442.0,2.70130586720618,1.0022929831984386,17.954767726161368,1
927,2013-12-16,16321,1624,1,0,0,a,a,6042.0,10574.0,12457.299999999997,19662,843.0,2.70125786163522,1.3101554911577953,10.04987684729064,1
123,2013-12-16,21610,1857,1,0,0,a,a,8001.0,13594.849999999999,17060.83000000001,29501,970.5,2.700912385951756,1.2666441198933456,11.637049003769521,1
1022,2013-12-16,18371,1451,1,0,0,a,c,6805.0,11662.299999999996,13653.860000000002,18371,792.0,2.6996326230712713,1.345480325710092,12.66092350103377,1
818,2013-12-16,15202,1172,1,0,0,d,a,5637.0,9985.0,11355.600000000002,15202,614.0,2.696824552066702,1.3387227447250694,12.97098976109215,1
322,2013-12-16,13079,1082,1,0,0,a,a,4850.5,8611.249999999996,10304.05999999999,13464,564.0,2.6964230491701886,1.2693054970565012,12.087800369685768,1
299,2015-04-04,15866,1543,0,0,0,d,c,5884.5,10360.599999999999,12167.32999999997,15866,645.0,2.696235873906024,1.303983700614682,10.282566429034349,1
1028,2015-03-30,11509,886,1,0,1,a,a,4269.0,8246.499999999998,9790.820000000002,13840,532.0,2.695947528695245,1.1754888763147517,12.989841986455982,1
822,2013-12-16,20214,1282,1,0,0,a,c,7498.5,12144.249999999996,14498.63,20214,624.5,2.695739147829566,1.394200693444829,15.767550702028082,1
693,2014-01-20,14655,917,1,0,0,d,a,5437.0,12449.0,14653.4,19730,442.0,2.6954202685304396,1.000109189676116,15.981461286804798,1
227,2014-09-15,15578,1116,1,0,0,a,a,5780.0,8918.499999999998,10764.760000000004,21751,560.0,2.6951557093425604,1.4471293368361202,13.95878136200717,1
693,2015-06-15,14653,878,1,0,0,d,a,5437.0,12449.0,14653.4,19730,442.0,2.695052418613206,0.999972702580971,16.689066059225514,0
292,2015-07-01,15348,1063,1,0,0,a,a,5695.5,8633.0,9692.150000000001,29161,736.0,2.6947590202791676,1.583549573624015,14.43838193791157,1
396,2013-12-16,26521,2133,1,0,0,a,c,9842.5,16194.15,20036.14000000002,26521,1091.5,2.6945389890779783,1.3236581497234483,12.433661509610877,1
271,2014-06-30,19840,1496,1,0,0,a,a,7372.0,13789.799999999997,17131.540000000008,22449,824.5,2.691264243081932,1.158097870944468,13.262032085561497,1
754,2013-12-17,20628,1828,1,0,0,c,c,7666.0,12695.549999999997,17997.73999999997,23404,944.0,2.690842681972345,1.1461439047347075,11.284463894967177,1
248,2013-12-23,21002,2474,0,0,1,a,c,7810.0,12619.599999999999,17066.539999999997,22394,1075.5,2.6891165172855316,1.2305950708227915,8.489086499595796,1
256,2013-12-16,25107,2405,1,0,0,a,c,9340.5,15097.0,18147.25,25107,1219.5,2.6879717359884374,1.3835154086707353,10.439501039501039,1
105,2013-05-03,11473,971,1,0,0,a,c,4271.0,7295.250000000001,8626.040000000006,22125,528.0,2.6862561461016154,1.3300425224088912,11.815653964984552,1
735,2013-02-18,13605,989,1,0,0,d,c,5065.0,9812.199999999997,11655.400000000001,16449,522.5,2.686080947680158,1.1672701065600493,13.756319514661275,1
607,2013-12-17,9669,786,1,0,0,a,a,3600.0,7302.0999999999985,8444.589999999997,10794,421.0,2.6858333333333335,1.1449934218239137,12.301526717557252,1
743,2014-06-30,9851,851,1,0,0,a,a,3668.0,6441.349999999999,7564.130000000006,9929,423.0,2.685659760087241,1.3023308695117606,11.575793184488838,1
247,2013-12-16,21985,1346,1,0,0,d,c,8187.0,13168.0,16317.800000000007,21985,663.0,2.6853548308293638,1.3473017195945527,16.333580980683507,1
303,2014-07-17,15741,1152,1,0,1,a,a,5862.5,9207.75,10795.550000000007,27318,663.5,2.6850319829424305,1.4581007915298425,13.6640625,1
437,2013-12-21,18827,1684,0,0,0,c,c,7019.0,11697.3,15956.710000000003,19394,675.0,2.6822909246331386,1.1798798123172005,11.179928741092636,1
999,2013-12-16,23650,1263,1,0,0,d,c,8818.0,14947.55,18264.17000000001,23650,657.5,2.6820140621456114,1.2948850125683231,18.725257323832146,1
784,2014-06-30,19648,1475,1,0,0,a,a,7326.0,12154.199999999993,14014.560000000005,19648,812.0,2.681954681954682,1.4019705220856018,13.320677966101695,1
95,2013-12-16,19584,1715,1,0,0,a,a,7303.5,12201.8,14119.360000000004,19584,839.0,2.6814540973505854,1.387031706819572,11.41924198250729,1
271,2015-03-30,19764,1458,1,0,0,a,a,7372.0,13789.799999999997,17131.540000000008,22449,824.5,2.6809549647314164,1.1536616089388338,13.555555555555555,1
781,2013-12-16,12281,1277,1,0,0,a,a,4582.0,8252.199999999999,9736.950000000012,12281,667.5,2.68027062418158,1.2612779155690421,9.617071260767423,1
530,2014-04-19,11852,1896,0,0,0,a,c,4425.0,7960.0,9613.250000000002,12476,752.5,2.678418079096045,1.2328816997373415,6.251054852320675,1
1001,2014-06-30,13656,1162,1,0,0,c,a,5101.0,8756.4,10480.459999999986,13656,618.0,2.6771221329151147,1.302996242531341,11.752151462994837,1
701,2014-06-30,14712,1121,1,0,0,d,a,5495.5,9076.349999999999,10727.389999999996,14712,623.5,2.677099445000455,1.3714426342288297,13.123996431757359,1
1107,2014-03-31,15307,1210,1,0,0,a,a,5719.0,10175.899999999998,11794.819999999994,17074,649.0,2.6765168735792972,1.297773090220962,12.650413223140497,1
52,2013-12-23,19202,1358,0,0,1,d,c,7178.0,10771.299999999987,13609.629999999994,19202,496.0,2.6751184173864586,1.410912714012064,14.139911634756995,1
1112,2013-01-07,25165,1661,1,0,0,c,c,9410.0,16522.89999999999,20553.980000000003,25165,799.0,2.6742826780021254,1.224337087026454,15.150511739915713,1
658,2013-12-16,15445,1097,1,0,0,d,c,5776.0,9340.099999999999,11617.42000000001,15445,596.0,2.6739958448753463,1.3294690215211284,14.079307201458523,1
518,2014-06-30,15486,965,1,0,0,d,c,5793.0,8946.199999999997,10981.099999999993,15486,495.0,2.673226307612636,1.4102412326633953,16.047668393782384,1
438,2013-12-16,12728,938,1,0,0,d,c,4762.0,8557.499999999998,10611.350000000002,13640,505.5,2.6728265434691307,1.1994703784155643,13.569296375266525,1
105,2013-05-02,11413,1060,1,0,0,a,c,4271.0,7295.250000000001,8626.040000000006,22125,528.0,2.672207913837509,1.3230868393840038,10.766981132075472,1
102,2013-05-31,17533,1900,1,0,0,a,a,6562.0,11683.199999999997,13291.159999999989,17533,1017.0,2.6718988113380067,1.31914746342682,9.227894736842105,1
986,2013-01-07,15316,1700,1,0,0,a,a,5733.0,10607.0,12884.8,15316,772.0,2.6715506715506714,1.1886874456724204,9.009411764705883,1
96,2014-06-30,12986,1016,1,0,0,a,a,4861.5,9217.299999999997,10438.600000000002,14954,550.0,2.6711920189242004,1.2440365566263674,12.781496062992126,1
307,2013-12-16,6951,566,1,0,0,a,a,2602.5,4460.599999999999,5344.079999999993,6951,313.0,2.670893371757925,1.3006916064130793,12.280918727915195,1
